paper_key	claim_key	target_label	comparison_label	comparison_curie	provenance	exact	target_key
hca:0286_10.1038_s41467-018-06318-7_d818827349	hca:0286_10.1038_s41467-018-06318-7_d818827349:claim:788b95fd36887c281a56	MARCO-positive macrophage	MARCO-negative CD68-positive macrophage	CL:0000235	explicit	0.0	marco positive macrophage
hca:0294_10.1038_ni.3368_b6f196ee59	hca:0294_10.1038_ni.3368_b6f196ee59:claim:5893b29c540631382cbc	type 3 innate lymphoid cell	other innate lymphoid cell	CL:0001065	explicit	0.0	type 3 innate lymphoid cell
hca:0294_10.1038_ni.3368_b6f196ee59	hca:0294_10.1038_ni.3368_b6f196ee59:claim:aac67ccde06956a9c53b	type 2 innate lymphoid cell	other innate lymphoid cell population	CL:0001065	explicit	0.0	type 2 innate lymphoid cell
hca:0297_10.1038_s42003-021-02223-w_f1c781baae	hca:0297_10.1038_s42003-021-02223-w_f1c781baae:claim:e494834e4596ad34f0d5	nail-specific keratinocyte	epidermal keratinocyte	CL:0000312	explicit	1.0	nail specific keratinocyte
hca:0299_10.1038_s41467-019-11266-x_d55119ff52	hca:0299_10.1038_s41467-019-11266-x_d55119ff52:claim:471395d388081c1216bd	adult hepatobiliary hybrid progenitor cell	mature biliary epithelial cell		explicit		adult hepatobiliary hybrid progenitor cell
hca:0299_10.1038_s41467-019-11266-x_d55119ff52	hca:0299_10.1038_s41467-019-11266-x_d55119ff52:claim:5c69f5dc8aa54e5669fb	adult hepatobiliary hybrid progenitor cell	foetal hepatobiliary hybrid progenitor cell	CL:0000837	explicit	0.0	adult hepatobiliary hybrid progenitor cell
hca:0299_10.1038_s41467-019-11266-x_d55119ff52	hca:0299_10.1038_s41467-019-11266-x_d55119ff52:claim:76222adb766bea6ff190	foetal hepatoblast	hepatobiliary hybrid progenitor cell	CL:0000837	explicit	0.0	foetal hepatoblast
hca:0299_10.1038_s41467-019-11266-x_d55119ff52	hca:0299_10.1038_s41467-019-11266-x_d55119ff52:claim:ad3225821515651e068c	foetal hepatobiliary hybrid progenitor cell	adult hepatobiliary hybrid progenitor cell	CL:0000837	explicit	0.0	foetal hepatobiliary hybrid progenitor cell
hca:0299_10.1038_s41467-019-11266-x_d55119ff52	hca:0299_10.1038_s41467-019-11266-x_d55119ff52:claim:ff66eee570a81c97348f	foetal hepatocyte	hepatobiliary hybrid progenitor cell	CL:0000837	explicit	0.0	foetal hepatocyte
hca:0302_10.1016_j.isci.2022.104772_3e028c0be0	hca:0302_10.1016_j.isci.2022.104772_3e028c0be0:claim:0f578e806ddba006153f	pre-adipocyte 2	pre-adipocyte 1	CL:0000136	explicit	0.0	pre adipocyte 2
hca:0302_10.1016_j.isci.2022.104772_3e028c0be0	hca:0302_10.1016_j.isci.2022.104772_3e028c0be0:claim:b4651123a88f4cc4e853	hematopoietic-derived stem cell	stem cell 1	CL:0000034	explicit	0.0	hematopoietic derived stem cell
hca:0306_10.1038_s41467-021-22368-w_5524560e05	hca:0306_10.1038_s41467-021-22368-w_5524560e05:claim:0e3319fc01fb61664c14	thick ascending limb subpopulation 2	thick ascending limb subpopulation 1		explicit		thick ascending limb subpopulation 2
hca:0306_10.1038_s41467-021-22368-w_5524560e05	hca:0306_10.1038_s41467-021-22368-w_5524560e05:claim:0f44d47335360f8d2241	thick ascending limb subpopulation 2	thick ascending limb subpopulation 1		explicit		thick ascending limb subpopulation 2
hca:0306_10.1038_s41467-021-22368-w_5524560e05	hca:0306_10.1038_s41467-021-22368-w_5524560e05:claim:2b14e8e8f5914c36e6c8	VCAM1-positive proximal tubule cell	proximal tubule cell		explicit		vcam1 positive proximal tubule cell
hca:0306_10.1038_s41467-021-22368-w_5524560e05	hca:0306_10.1038_s41467-021-22368-w_5524560e05:claim:2ddf214a766f3bcdac06	proximal straight tubule cell	proximal convoluted tubule cell		explicit		proximal straight tubule cell
hca:0306_10.1038_s41467-021-22368-w_5524560e05	hca:0306_10.1038_s41467-021-22368-w_5524560e05:claim:6cbbc79df40f27d91574	proximal convoluted tubule cell	proximal straight tubule cell		explicit		proximal convoluted tubule cell
hca:0306_10.1038_s41467-021-22368-w_5524560e05	hca:0306_10.1038_s41467-021-22368-w_5524560e05:claim:7332a478daefc26c9560	thick ascending limb subpopulation 1	thick ascending limb subpopulation 2		explicit		thick ascending limb subpopulation 1
hca:0306_10.1038_s41467-021-22368-w_5524560e05	hca:0306_10.1038_s41467-021-22368-w_5524560e05:claim:d95938e88ccfe8346103	thick ascending limb subpopulation 1	thick ascending limb subpopulation 2		explicit		thick ascending limb subpopulation 1
hca:0310_10.1172_jci.insight.133267_ab6c49313c	hca:0310_10.1172_jci.insight.133267_ab6c49313c:claim:fc3c65440a40099e6244	podocyte	all other cell types		explicit		podocyte
hca:0322_10.3389_fonc.2021.719564_a0cfb67753	hca:0322_10.3389_fonc.2021.719564_a0cfb67753:claim:3908259bee3a9caac3a8	quiescent fibroblast	cancer-associated fibroblast		explicit		quiescent fibroblast
hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c:claim:6e9de1c23a8b9d895b27	neoplastic cell	non-neoplastic cell	CL:0001063	implicit	0.0	neoplastic cell
hca:0328_10.1164_rccm.201912-2445oc_4927636a02	hca:0328_10.1164_rccm.201912-2445oc_4927636a02:claim:edd35592f5776f6fb8d4	lymphatic endothelial cell	LAM CORE cell		explicit		lymphatic endothelial cell
hca:0328_10.1164_rccm.201912-2445oc_4927636a02	hca:0328_10.1164_rccm.201912-2445oc_4927636a02:claim:ffaea7643fcc60f1f4b9	LAM CORE cell	lung mesenchymal cell	CL:0008019	explicit	0.0	lam core cell
hca:0334_10.1681_asn.2018020125_804c4742d9	hca:0334_10.1681_asn.2018020125_804c4742d9:claim:031b93794324b6eff7f1	monocyte 1	monocyte 2	CL:0000576	explicit	1.0	monocyte 1
hca:0334_10.1681_asn.2018020125_804c4742d9	hca:0334_10.1681_asn.2018020125_804c4742d9:claim:e75e75e80be20b75e81c	monocyte 2	monocyte 1	CL:0000576	explicit	1.0	monocyte 2
hca:0335_10.2337_db16-0405_ae79f269d3	hca:0335_10.2337_db16-0405_ae79f269d3:claim:0561647064508fd12ba4	alpha cell	beta cell	CL:0000168	explicit	1.0	alpha cell
hca:0335_10.2337_db16-0405_ae79f269d3	hca:0335_10.2337_db16-0405_ae79f269d3:claim:9fd70f74cb4125a33f89	beta cell	alpha cell	CL:0000171	explicit	1.0	beta cell
hca:0343_10.1038_s41597-019-0351-8_0cf4fb36a1	hca:0343_10.1038_s41597-019-0351-8_0cf4fb36a1:claim:1a43443f2c8a16c4f51c	T cell	natural killer T cell	CL:0000814	explicit	1.0	t cell
hca:0343_10.1038_s41597-019-0351-8_0cf4fb36a1	hca:0343_10.1038_s41597-019-0351-8_0cf4fb36a1:claim:39b604132b0899e11518	natural killer T cell	T cell	CL:0000084	explicit	1.0	natural killer t cell
hca:0348_10.1126_sciadv.aba1972_746bae0b3c	hca:0348_10.1126_sciadv.aba1972_746bae0b3c:claim:6e088c93d5bb4a5f94c7	SCGB1A1-positive secretory cell	SPDEF high goblet-like cell	CL:0000160	implicit	0.0	scgb1a1 positive secretory cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:4422854097f478bf4523	liver-resident natural killer cell	conventional natural killer cell	CL:0000623	explicit	0.0	liver resident natural killer cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:5012b1b965f12243f134	antibody-secreting cell	B cell	CL:0000236	explicit	1.0	antibody secreting cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:564e48db88a4ac45fddc	CX3CR1-positive cytotoxic T cell	tissue-resident memory T cell	CL:0000813	explicit	0.0	cx3cr1 positive cytotoxic t cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:6a2a175eb8836b77143a	cycling T and natural killer cell	non-cycling T and natural killer cell	CL:0000623	explicit	0.0	cycling t and natural killer cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:7fa4010c24525abb7781	tissue-resident memory T cell	CX3CR1-positive cytotoxic T cell	CL:0000910	explicit	0.0	tissue resident memory t cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:84b767db1c76133e71ee	conventional natural killer cell	liver-resident natural killer cell	CL:4047101	explicit	1.0	conventional natural killer cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:af622e85706475428d89	CX3CR1-positive natural killer cell	CXCR6-positive natural killer cell	CL:0000623	explicit	0.0	cx3cr1 positive natural killer cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:c205111b89422ad453ee	CXCR6-positive natural killer cell	CX3CR1-positive natural killer cell	CL:0000623	explicit	0.0	cxcr6 positive natural killer cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:d0ede3cfe445005533c4	B cell	antibody-secreting cell		explicit		b cell
hca:0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26:claim:f0d28bf7255fdb165c20	antibody-secreting cell	B cell	CL:0000236	explicit	1.0	antibody secreting cell
hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467:claim:0d30933196e80d059d8b	neuron	progenitor	CL:0011020	explicit	1.0	neuron
hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467:claim:19d5796c23a082e2c5b2	progenitor	neuron	CL:0000540	explicit	1.0	progenitor
hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467:claim:3be2a5d405dde56f812e	mature cortical interneuron	immature cortical interneuron	CL:0008031	explicit	0.0	mature cortical interneuron
hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467:claim:7326543945c282207b5d	cortical interneuron	medial ganglionic eminence-derived interneuron	CL:0000099	explicit	0.0	cortical interneuron
hca:0360_10.1084_jem.20161135_0465d3ea50	hca:0360_10.1084_jem.20161135_0465d3ea50:claim:405521a7a31d86e42dc8	CD141+ conventional dendritic cell	CD1c+ conventional dendritic cell	CL:0000451	explicit	0.0	cd141 conventional dendritic cell
hca:0360_10.1084_jem.20161135_0465d3ea50	hca:0360_10.1084_jem.20161135_0465d3ea50:claim:86042a3016eb408d9ba2	CD172a− pre-conventional dendritic cell	CD172a+ pre-conventional dendritic cell	CL:0002010	explicit	0.0	cd172a pre conventional dendritic cell
hca:0360_10.1084_jem.20161135_0465d3ea50	hca:0360_10.1084_jem.20161135_0465d3ea50:claim:ca4c5e235b5827f6f435	CD1c+ conventional dendritic cell	CD141+ conventional dendritic cell	CL:0000451	explicit	0.0	cd1c conventional dendritic cell
hca:0360_10.1084_jem.20161135_0465d3ea50	hca:0360_10.1084_jem.20161135_0465d3ea50:claim:cbe000a363d18190d310	CD172a− pre-conventional dendritic cell	CD172a+ pre-conventional dendritic cell	CL:0002010	explicit	0.0	cd172a pre conventional dendritic cell
hca:0360_10.1084_jem.20161135_0465d3ea50	hca:0360_10.1084_jem.20161135_0465d3ea50:claim:ec97abfe5792c847b52a	CD172a+ pre-conventional dendritic cell	CD172a− pre-conventional dendritic cell	CL:0002010	explicit	0.0	cd172a pre conventional dendritic cell
hca:0363_10.1016_j.omtn.2021.03.017_8083e53d24	hca:0363_10.1016_j.omtn.2021.03.017_8083e53d24:claim:ea751cae5654373eb695	endothelial cell	normal endothelial cell	CL:0000115	explicit	0.0	endothelial cell
hca:0366_10.1038_s41467-021-22164-6_097f05776f	hca:0366_10.1038_s41467-021-22164-6_097f05776f:claim:08d8451203173bf5e704	tissue-resident CD8-positive T cell cluster 1	tissue-resident CD8-positive T cell cluster 0	CL:0000084	explicit	0.0	tissue resident cd8 positive t cell cluster 1
hca:0367_10.1073_pnas.2103240118_fda266512b	hca:0367_10.1073_pnas.2103240118_fda266512b:claim:becff4dcbc7fa577bb81	clear cell renal cell carcinoma ascending vasa recta 1 endothelial cell	clear cell renal cell carcinoma ascending vasa recta 2 endothelial cell	CL:0000115	explicit	0.0	clear cell renal cell carcinoma ascending vasa recta 1 endothelial cell
hca:0367_10.1073_pnas.2103240118_fda266512b	hca:0367_10.1073_pnas.2103240118_fda266512b:claim:fda4e4fec7f792f4f581	macrophage-A	macrophage-B	CL:0000235	explicit	0.0	macrophage a
hca:0368_10.1016_j.cell.2019.08.008_98c14c4ebe	hca:0368_10.1016_j.cell.2019.08.008_98c14c4ebe:claim:7d228ba1f1691a916fd3	macrophage	dendritic cell	CL:0000451	explicit	1.0	macrophage
hca:0369_10.1038_s41598-020-64929-x_0cb78e8038	hca:0369_10.1038_s41598-020-64929-x_0cb78e8038:claim:9175a3ec2f37bb724632	T cell acute lymphoblastic leukemia cell	B cell acute lymphoblastic leukemia cell	CL:0000236	explicit	0.0	t cell acute lymphoblastic leukemia cell
hca:0372_10.1016_j.ccell.2021.10.009_d6ab4790aa	hca:0372_10.1016_j.ccell.2021.10.009_d6ab4790aa:claim:9b6a98e2235864de8195	alveolar macrophage	myeloid cell	CL:0000763	explicit	1.0	alveolar macrophage
hca:0374_10.1136_annrheumdis-2018-214865_9f6cd4034f	hca:0374_10.1136_annrheumdis-2018-214865_9f6cd4034f:claim:3abae47a09def12312c4	pericyte	mesenchymal cell	CL:0008019	explicit	1.0	pericyte
hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6:claim:57f2cd2d4b520f120546	exhausted CD8-positive T cell	regulatory T cell	CL:0000815	explicit	1.0	exhausted cd8 positive t cell
hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6:claim:c1b6ecdedee3b0845e23	regulatory T cell	exhausted CD8-positive T cell	CL:0020031	explicit	1.0	regulatory t cell
hca:0380_10.1038_s41593-020-00794-1_0ecbc1eb47	hca:0380_10.1038_s41593-020-00794-1_0ecbc1eb47:claim:14414340e13115d8f284	radial glia	other cell type		explicit		radial glia
hca:0380_10.1038_s41593-020-00794-1_0ecbc1eb47	hca:0380_10.1038_s41593-020-00794-1_0ecbc1eb47:claim:4ad21169029846605ba2	mesenchymal-like cell	progenitor population	CL:0011020	explicit	0.0	mesenchymal like cell
hca:0383_10.1126_sciadv.aaw3851_fd6802ffee	hca:0383_10.1126_sciadv.aaw3851_fd6802ffee:claim:f30b2d909ff19daffc22	alveolar type II cell	macrophage	CL:0000235	explicit	1.0	alveolar type ii cell
hca:0384_10.1038_s41422-021-00529-2_d6c8237ebe	hca:0384_10.1038_s41422-021-00529-2_d6c8237ebe:claim:57e18b37f030f9fa360c	ILC1 subset	natural killer cell	CL:0000623	explicit	1.0	ilc1 subset
hca:0384_10.1038_s41422-021-00529-2_d6c8237ebe	hca:0384_10.1038_s41422-021-00529-2_d6c8237ebe:claim:b325f2543c30b41ef5d9	natural killer cell subset	ILC1 subset	CL:0001068	explicit	0.0	natural killer cell subset
hca:0384_10.1038_s41422-021-00529-2_d6c8237ebe	hca:0384_10.1038_s41422-021-00529-2_d6c8237ebe:claim:de2aa8e4bdcc01cf62ce	Group 1 innate lymphoid cell	other innate lymphoid cell group	CL:0001065	explicit	0.0	group 1 innate lymphoid cell
hca:0385_10.1038_s41586-022-04521-7_37f1f319e2	hca:0385_10.1038_s41586-022-04521-7_37f1f319e2:claim:7083f36082deabd8f66f	vasculature-coupled astrocyte	canonical astrocyte	CL:0000127	explicit	0.0	vasculature coupled astrocyte
hca:0393_10.1038_s42255-022-00531-x_b92878970e	hca:0393_10.1038_s42255-022-00531-x_b92878970e:claim:6837409ea128eb71fb9e	Ductal-2 cell	Ductal-1 cell		explicit		ductal 2 cell
hca:0393_10.1038_s42255-022-00531-x_b92878970e	hca:0393_10.1038_s42255-022-00531-x_b92878970e:claim:90d3bb67bd2451de02f0	Ductal-1 cell	Ductal-2 cell		explicit		ductal 1 cell
hca:0397_10.1186_s13059-023-03111-8_05defe1911	hca:0397_10.1186_s13059-023-03111-8_05defe1911:claim:111953f0831706930df8	rod photoreceptor	cone photoreceptor	CL:0000573	explicit	1.0	rod photoreceptor
hca:0397_10.1186_s13059-023-03111-8_05defe1911	hca:0397_10.1186_s13059-023-03111-8_05defe1911:claim:111953f0831706930df8	rod photoreceptor	bipolar cell		explicit		rod photoreceptor
hca:0397_10.1186_s13059-023-03111-8_05defe1911	hca:0397_10.1186_s13059-023-03111-8_05defe1911:claim:1c532ac18ad844ef36f5	rod photoreceptor	cone photoreceptor	CL:0000573	explicit	1.0	rod photoreceptor
hca:0399_10.1016_j.immuni.2019.08.008_d590b8282e	hca:0399_10.1016_j.immuni.2019.08.008_d590b8282e:claim:9b08b6b47a6ce31adf44	conventional dendritic cell type 2	monocyte	CL:0000576	explicit	1.0	conventional dendritic cell type 2
hca:0399_10.1016_j.immuni.2019.08.008_d590b8282e	hca:0399_10.1016_j.immuni.2019.08.008_d590b8282e:claim:a9c5f0371c2a41381d17	monocyte	conventional dendritic cell type 2	CL:0000990	explicit	1.0	monocyte
hca:0400_10.1038_s41467-022-35297-z_0eab5d0ba9	hca:0400_10.1038_s41467-022-35297-z_0eab5d0ba9:claim:5c24b389ff91d2c015c4	kidney-resident lymphocyte	circulating lymphocyte	CL:0000542	explicit	0.0	kidney resident lymphocyte
hca:0402_10.1016_j.cell.2021.04.038_26e3dc6d2f	hca:0402_10.1016_j.cell.2021.04.038_26e3dc6d2f:claim:fd622b7048c8cd1bb286	tumor-infiltrating macrophage	non-tumor macrophage	CL:0000235	explicit	0.0	tumor infiltrating macrophage
hca:0403_10.1038_s41467-019-11036-9_eff650140f	hca:0403_10.1038_s41467-019-11036-9_eff650140f:claim:702aaefbb2cbbe165676	atretic theca cell	healthy theca cell	CL:0000503	explicit	0.0	atretic theca cell
hca:0403_10.1038_s41467-019-11036-9_eff650140f	hca:0403_10.1038_s41467-019-11036-9_eff650140f:claim:cf5092b8d0a6699a46bf	atretic granulosa cell	granulosa cell	CL:0000501	explicit	1.0	atretic granulosa cell
hca:0406_10.1093_brain_awab446_1c9ee67691	hca:0406_10.1093_brain_awab446_1c9ee67691:claim:66a694973c4810aca930	CADPS2 high cell	dopaminergic neuron	CL:0000700	explicit	1.0	cadps2 high cell
hca:0406_10.1093_brain_awab446_1c9ee67691	hca:0406_10.1093_brain_awab446_1c9ee67691:claim:9b216b7ab3206059705e	CADPS2 high cell	dopaminergic neuron	CL:0000700	explicit	1.0	cadps2 high cell
hca:0412_10.1038_s41598-019-57110-6_5feef6086a	hca:0412_10.1038_s41598-019-57110-6_5feef6086a:claim:6be05d28433361db3b67	Type I muscle fiber	Type IIa muscle fiber	CL:0002214	explicit	1.0	type i muscle fiber
hca:0412_10.1038_s41598-019-57110-6_5feef6086a	hca:0412_10.1038_s41598-019-57110-6_5feef6086a:claim:72261b8d821380d80bd5	T cell	B cell	CL:0000236	explicit	1.0	t cell
hca:0412_10.1038_s41598-019-57110-6_5feef6086a	hca:0412_10.1038_s41598-019-57110-6_5feef6086a:claim:8ef149300044da0337d7	B cell	T cell	CL:0000084	explicit	1.0	b cell
hca:0412_10.1038_s41598-019-57110-6_5feef6086a	hca:0412_10.1038_s41598-019-57110-6_5feef6086a:claim:a26a49e4927cb0b0c3a7	post-capillary venule endothelial cell	endothelial cell	CL:0000115	explicit	1.0	post capillary venule endothelial cell
hca:0412_10.1038_s41598-019-57110-6_5feef6086a	hca:0412_10.1038_s41598-019-57110-6_5feef6086a:claim:a4dd3169b58cf23b737d	Type IIa muscle fiber	Type I muscle fiber	CL:0002211	explicit	1.0	type iia muscle fiber
hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e:claim:506d426fde46fed77717	naïve B cell	B cell and plasma cell	CL:0000786	explicit	0.0	naïve b cell
hca:0417_10.1101_gr.212720.116_ba8d2583ab	hca:0417_10.1101_gr.212720.116_ba8d2583ab:claim:70461e3d4121e06bd607	delta cell	islet endocrine cell	CL:0000163	explicit	0.0	delta cell
hca:0422_10.1038_s41591-020-1040-z_d966e12866	hca:0422_10.1038_s41591-020-1040-z_d966e12866:claim:4c4c9e9594d72d357b99	luminal epithelial cell	glandular epithelial cell	CL:0000150	explicit	1.0	luminal epithelial cell
hca:0425_10.1038_s41598-017-05266-4_54c44ec7e0	hca:0425_10.1038_s41598-017-05266-4_54c44ec7e0:claim:4c6261059108477c08ef	pancreatic alpha cell	pancreatic beta cell	CL:0000169	explicit	1.0	pancreatic alpha cell
hca:0425_10.1038_s41598-017-05266-4_54c44ec7e0	hca:0425_10.1038_s41598-017-05266-4_54c44ec7e0:claim:7bbaa83f93e9625c8dd0	pancreatic beta cell	pancreatic alpha cell	CL:0000171	explicit	1.0	pancreatic beta cell
hca:0427_10.7150_ijbs.58886_44183be8e8	hca:0427_10.7150_ijbs.58886_44183be8e8:claim:a890349bafd81a4fc28e	cancer cell	ductal cell	CL:0002079	explicit	1.0	cancer cell
hca:0428_10.1073_pnas.1914143116_42027a0378	hca:0428_10.1073_pnas.1914143116_42027a0378:claim:7ec075ae06a4df8d6ae5	choriocapillaris endothelial cell	ocular endothelial cell	CL:0000115	explicit	0.0	choriocapillaris endothelial cell
hca:0428_10.1073_pnas.1914143116_42027a0378	hca:0428_10.1073_pnas.1914143116_42027a0378:claim:841948bd203937b14bb4	choroidal endothelial cell	retinal endothelial cell	CL:0000115	implicit	0.0	choroidal endothelial cell
hca:0435_10.1038_nm.4336_19432336d2	hca:0435_10.1038_nm.4336_19432336d2:claim:f65e6320404e52104ccc	blast crisis BCR-ABL-positive chronic myeloid leukemia stem cell	chronic phase BCR-ABL-positive chronic myeloid leukemia stem cell		explicit		blast crisis bcr abl positive chronic myeloid leukemia stem cell
hca:0435_10.1038_nm.4336_19432336d2	hca:0435_10.1038_nm.4336_19432336d2:claim:f80826d9ea1cfc009a70	group-A remission BCR-ABL-positive chronic myeloid leukemia stem cell	normal hematopoietic stem cell	CL:0000037	explicit	0.0	group a remission bcr abl positive chronic myeloid leukemia stem cell
hca:0441_10.1038_s41593-020-0621-y_a3edefca60	hca:0441_10.1038_s41593-020-0621-y_a3edefca60:claim:c9ff6fe3881fd8572395	reactive astrocyte cluster Astros_3	astrocyte cluster Astros_2	CL:0000127	explicit	0.0	reactive astrocyte cluster astros_3
hca:0442_10.1038_s41591-024-03011-9_e42f5ec07c	hca:0442_10.1038_s41591-024-03011-9_e42f5ec07c:claim:8f65ccdb08685200087f	luminal hormone sensing cell	luminal adaptive secretory precursor cell	CL:0011115	explicit	0.0	luminal hormone sensing cell
hca:0445_10.1038_s41586-022-04817-8_327bf47162	hca:0445_10.1038_s41586-022-04817-8_327bf47162:claim:dbd86e13916388abdc10	natural killer cell	lymphocyte	CL:0000542	explicit	1.0	natural killer cell
hca:0446_10.1186_s13073-021-00933-8_a1bc5f6475	hca:0446_10.1186_s13073-021-00933-8_a1bc5f6475:claim:672d3d0bc2086010eb4d	monocyte/macrophage subcluster 1	monocyte/macrophage subcluster 2	CL:0000235	explicit	0.0	monocyte macrophage subcluster 1
hca:0449_10.1084_jem.20202345_e99c99a876	hca:0449_10.1084_jem.20202345_e99c99a876:claim:72504848000fc0a9de81	CD14-positive type 3 dendritic cell	type 2 dendritic cell	CL:0000451	explicit	0.0	cd14 positive type 3 dendritic cell
hca:0449_10.1084_jem.20202345_e99c99a876	hca:0449_10.1084_jem.20202345_e99c99a876:claim:72504848000fc0a9de81	CD14-positive type 3 dendritic cell	macrophage	CL:0000235	explicit	1.0	cd14 positive type 3 dendritic cell
hca:0450_10.1101_2020.06.30.174391_27363b5885	hca:0450_10.1101_2020.06.30.174391_27363b5885:claim:aef3ffd8d9a5088911b4	granule neuron	granule cell progenitor	CL:0000120	explicit	0.0	granule neuron
hca:0451_10.1016_j.jid.2018.01.016_d2589a157e	hca:0451_10.1016_j.jid.2018.01.016_d2589a157e:claim:fd64e099f71bd75c0087	papillary dermal fibroblast	reticular dermal fibroblast	CL:0002551	explicit	0.0	papillary dermal fibroblast
hca:0454_10.1038_s41586-023-05869-0_c19e7dab1e	hca:0454_10.1038_s41586-023-05869-0_c19e7dab1e:claim:cdad3ecefe347f814410	endovascular extravillous trophoblast	interstitial extravillous trophoblast	CL:0008036	explicit	0.0	endovascular extravillous trophoblast
hca:0457_10.1101_2024.02.02.578633_57d5a20898	hca:0457_10.1101_2024.02.02.578633_57d5a20898:claim:42d214801797d001ee1e	macrophage cluster 2	macrophage cluster 1	CL:0000235	explicit	0.0	macrophage cluster 2
hca:0457_10.1101_2024.02.02.578633_57d5a20898	hca:0457_10.1101_2024.02.02.578633_57d5a20898:claim:b8be04c213e399de7442	fibrotic hepatocyte cluster 2	hepatocyte	CL:0000182	explicit	1.0	fibrotic hepatocyte cluster 2
hca:0457_10.1101_2024.02.02.578633_57d5a20898	hca:0457_10.1101_2024.02.02.578633_57d5a20898:claim:e9d1b15c135ccb1c29a4	hepatic stellate cell cluster 1	hepatic stellate cell cluster 2	CL:0000632	explicit	0.0	hepatic stellate cell cluster 1
hca:0458_10.1038_s41467-024-55325-4_d40c28a5ea	hca:0458_10.1038_s41467-024-55325-4_d40c28a5ea:claim:40ac6bc77f860adf9a2f	hepatic stellate cell 1	hepatic stellate cell 2	CL:0000632	explicit	0.0	hepatic stellate cell 1
hca:0458_10.1038_s41467-024-55325-4_d40c28a5ea	hca:0458_10.1038_s41467-024-55325-4_d40c28a5ea:claim:7676635769381763f470	macrophage 2	macrophage 1	CL:0000235	explicit	1.0	macrophage 2
hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6	hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6:claim:dfcda3b56ad80c8e610c	BMP-expressing cancer-associated fibroblast	cancer-associated fibroblast		explicit		bmp expressing cancer associated fibroblast
hca:0462_10.1038_s41586-023-06311-1_b735ac2f93	hca:0462_10.1038_s41586-023-06311-1_b735ac2f93:claim:78be253b323ce7487ec5	NC2_glial_NGF+ cell	cardiomyocyte	CL:0000746	explicit	1.0	nc2_glial_ngf cell
hca:0462_10.1038_s41586-023-06311-1_b735ac2f93	hca:0462_10.1038_s41586-023-06311-1_b735ac2f93:claim:8724064c43eacd63f4a4	Purkinje cell	ventricular cardiomyocyte	CL:0000746	explicit	0.0	purkinje cell
hca:0462_10.1038_s41586-023-06311-1_b735ac2f93	hca:0462_10.1038_s41586-023-06311-1_b735ac2f93:claim:8ca58972aeeeebe97e70	activated fibroblast 4	fibroblast	CL:0000057	explicit	1.0	activated fibroblast 4
hca:0462_10.1038_s41586-023-06311-1_b735ac2f93	hca:0462_10.1038_s41586-023-06311-1_b735ac2f93:claim:94f0ea0ebc2901003c46	stressed ventricular cardiomyocyte 3	ventricular cardiomyocyte	CL:0000746	explicit	0.0	stressed ventricular cardiomyocyte 3
hca:0462_10.1038_s41586-023-06311-1_b735ac2f93	hca:0462_10.1038_s41586-023-06311-1_b735ac2f93:claim:b0317edd129f90b98306	pacemaker cell	atrial cardiomyocyte	CL:0000746	explicit	0.0	pacemaker cell
